pwsid,wsname,yr,mo,population,urb_2013,urb_gpcd,res_2013,res_gpcd,hyd_reg
3010037,Yorba Linda Water District,2014,10,"72,399", 284 , 279 ,204,201,4
4110011,Coastside County Water District,2014,10,"16,652", 133 , 111 ,96,80,2
3310012,Elsinore Valley Municipal Water District,2014,10,"147,758", 165 , 173 ,168,124,4
1910204,Los Angeles County Public Works Waterworks District 29,2014,10,"31,053", 301 , 303 ,229,218,4
4110008,California Water Service Company Mid Peninsula,2014,10,"135,019", 118 , 99 ,85,72,2
3310020,"Indio, City of",2014,10,"81,393", 233 , 222 ,168,160,10
3310009,Eastern Municipal Water District,2014,10,"530,917", 145 , 146 ,105,105,4
3110004,"Lincoln, City of",2014,10,"45,206", 225 , 183 ,188,132,5
2410009,"Merced, City of",2014,10,"83,400", 302 , 300 ,218,216,6
3710018,Rincon Del Diablo Municipal Water District,2014,10,"29,955", 215 , 209 ,155,151,4
3610050,"Upland, City of",2014,10,"75,147", 276 , 276 ,199,199,4
4110018,"Millbrae, City of",2014,10,"21,532", 116 , 106 ,83,76,2
1910092,"Monterey Park, City of",2014,10,"62,183", 135 , 131 ,,94,3
3310001,Coachella Valley Water District,2014,10,"301,633", 327 , 314 ,351,227,10
1910062,"La Verne, City of",2014,10,"32,228", 244 , 245 ,177,178,4
3910004,"Lodi, City of Public Works Department",2014,10,"63,651", 227 , 243 ,165,176,6
1910004,Golden State Water Company Artesia,2014,10,"47,978", 112 , 105 ,72,76,4
1610003,"Hanford, City of",2014,10,"57,050", 215 , 161 ,209,117,7
1910179,"Burbank, City of",2014,10,"105,595", 171 , 160 ,125,117,4
1010003,"Clovis, City of",2014,10,"106,076", 233 , 223 ,170,162,7
3710029,Olivenhain Municipal Water District,2014,10,"83,368", 236 , 256 ,185,187,4
3710015,"Poway, City of",2014,10,"48,261", 241 , 247 ,176,181,4
1910205,Suburban Water Systems San Jose Hills,2014,10,"178,500", 152 , 147 ,111,107,4
3010018,"La Habra, City of Public Works",2014,10,"63,118", 153 , 148 ,112,108,4
0710003,Contra Costa Water District,2014,10,"197,536", 189 , 160 ,139,118,2
4210011,"Santa Maria, City of",2014,10,"101,103", 129 , 133 ,125,98,3
0710008,"Pittsburg, City of",2014,10,"64,967", 143 , 129 ,105,95,2
4910012,"Sonoma, City of",2014,10,"11,426", 236 , 166 ,175,123,2
1510032,"California City, City of",2014,10,"14,120", 280 , 357 ,207,264,9
3110010,Tahoe City Public Utilities District,2014,10,"6,992", 161 , 147 ,192,109,8
5710001,"Davis, City of",2014,10,"65,783", 183 , 141 ,136,105,5
4110027,Westborough Water District,2014,10,"14,050", 80 , 61 ,80,45,2
1910034,"Downey, City of",2014,10,"111,931", 137 , 130 ,102,97,4
5610059,Golden State Water Company Simi Valley,2014,10,"43,351", 165 , 150 ,134,112,4
5410002,"Dinuba, City of",2014,10,"23,666", 198 , 171 ,149,128,7
2110002,Marin Municipal Water District,2014,10,"187,500", 146 , 119 ,109,89,2
3610037,"Redlands, City of",2014,10,"77,852", 384 , 397 ,288,298,4
1910134,California Water Service Company Hermosa/Redondo,2014,10,"95,629", 121 , 123 ,91,92,4
0110003,California Water Service Company Livermore,2014,10,"57,083", 190 , 132 ,143,99,2
3310016,"Hemet, City of",2014,10,"23,537", 193 , 182 ,145,136,4
1510021,"Wasco, City of",2014,10,"19,511", 191 , 167 ,143,125,7
3010073,Moulton Niguel Water District,2014,10,"172,068", 155 , 159 ,116,119,4
3410009,Fair Oaks Water District,2014,10,"36,226", 324 , 255 ,243,191,5
1910156,"Beverly Hills, City of",2014,10,"42,157", 275 , 271 ,206,203,4
1910090,"Monrovia, City of",2014,10,"39,147", 197 , 180 ,148,135,4
1910144,San Gabriel County Water District,2014,10,"45,000", 133 , 126 ,100,94,4
0110009,Dublin San Ramon Services District,2014,10,"78,990", 136 , 93 ,104,71,2
1010024,California Water Service Company Selma,2014,10,"24,617", 214 , 187 ,163,142,7
1910173,"Whittier, City of",2014,10,"65,000", 122 , 110 ,93,84,4
5610020,"Thousand Oaks, City of",2014,10,"51,609", 230 , 220 ,175,167,4
3910005,"Manteca, City of",2014,10,"73,802", 193 , 166 ,146,126,6
4810007,"Vallejo, City of",2014,10,"124,000", 133 , 119 ,101,90,2
5610011,"Santa Paula, City of",2014,10,"29,321", 157 , 150 ,120,114,4
3610064,East Valley Water District,2014,10,"97,318", 192 , 196 ,148,151,4
4310001,California Water Service Company Los Altos/Suburban,2014,10,"68,153", 221 , 180 ,170,138,2
1510001,Arvin Community Services District,2014,10,"19,960", 122 , 114 ,135,87,7
0710002,Golden State Water Company Bay Point,2014,10,"22,258", 88 , 76 ,65,59,2
1910126,"Pomona, City of",2014,10,"151,713", 143 , 143 ,112,111,4
4310022,Great Oaks Water Company Incorporated,2014,10,"97,958", 119 , 99 ,93,77,2
1910083,"Manhattan Beach, City of",2014,10,"35,135", 145 , 137 ,113,107,4
5010014,"Oakdale, City of",2014,10,"21,711", 226 , 207 ,178,161,6
3710037,Padre Dam Municipal Water District,2014,10,"89,171", 119 , 125 ,113,98,4
1910077,Golden State Water Company Florence Graham,2014,10,"65,492", 69 , 70 ,56,55,4
3010064,"Westminster, City of",2014,10,"93,322", 125 , 118 ,99,94,4
2910004,Nevada Irrigation District,2014,10,"44,761", 222 , 183 ,175,145,5
1910104,California Water Service Company Palos Verdes,2014,10,"69,877", 291 , 285 ,230,225,4
3610044,"City of Big Bear Lake, Dept of Water & Power",2014,10,"25,581", 64 , 80 ,47,63,4
1910223,Golden State Water Company S San Gabriel,2014,10,"27,656", 88 , 86 ,65,69,4
3610025,Joshua Basin Water District,2014,10,"9,514", 169 , 141 ,135,113,10
1310001,"Brawley, City of",2014,10,"27,743", 277 , 158 ,221,127,10
1510015,Oildale Mutual Water Company,2014,10,"27,000", 333 , 322 ,267,258,7
1910091,Montebello Land and Water Company,2014,10,"32,219", 99 , 93 ,79,74,4
4010001,"Arroyo Grande, City of",2014,10,"16,901", 172 , 153 ,138,122,3
3710010,Helix Water District,2014,10,"268,802", 119 , 117 ,95,94,4
1910102,Palmdale Water District,2014,10,"109,395", 179 , 169 ,143,135,9
3310044,Rubidoux Community Service District,2014,10,"29,900", 167 , 174 ,133,139,4
1910154,"South Pasadena, City of",2014,10,"25,899", 168 , 153 ,134,123,4
4010002,Atascadero Mutual Water Company,2014,10,"30,009", 181 , 167 ,144,133,3
3310074,Lee Lake Water District,2014,10,"15,543", 164 , 199 ,155,159,4
1910047,"Hawthorne, City of",2014,10,"44,165", 92 , 103 ,75,83,4
2910003,Truckee-Donner Public Utilities District,2014,10,"32,776", 101 , 103 ,165,83,8
3410008,Elk Grove Water Service,2014,10,"44,152", 166 , 138 ,203,112,5
4910004,Sweetwater Springs Water District,2014,10,"7,702", 88 , 79 ,71,64,1
0710007,Diablo Water District,2014,10,"35,646", 164 , 149 ,133,121,6
3610057,Riverside Highland Water Company,2014,10,"14,500", 247 , 250 ,200,203,4
1910043,"Glendale, City of",2014,10,"193,300", 135 , 120 ,110,97,4
0410011,Del Oro Water Company,2014,10,"9,615", 120 , 118 ,108,95,5
5510003,Tuolumne Utilities District,2014,10,"28,997", 173 , 132 ,141,108,6
4210016,Golden State Water Company Orcutt,2014,10,"31,872", 238 , 221 ,217,181,3
3410004,Carmichael Water District,2014,10,"38,354", 258 , 202 ,212,166,5
2110003,North Marin Water District,2014,10,"61,312", 165 , 117 ,135,96,2
4010004,"Grover Beach, City of",2014,10,"13,156", 126 , 67 ,104,55,3
1510017,Indian Wells Valley Water District,2014,10,"31,120", 214 , 219 ,177,182,9
4010026,Nipomo Community Services District,2014,10,"12,148", 208 , 175 ,175,147,3
4810002,"California Water Service Company Dixon, City of",2014,10,"9,815", 146 , 126 ,122,106,5
0710001,"Antioch, City of",2014,10,"106,455", 168 , 150 ,141,126,6
1910143,"San Fernando, City of",2014,10,"23,728", 132 , 129 ,111,109,4
3710023,Santa Fe Irrigation District,2014,10,"19,386", 545 , 617 ,457,518,4
2710001,Alco Water Service,2014,10,"29,141", 156 , 137 ,131,115,3
1510018,Rosamond Community Service District,2014,10,"17,700", 169 , 161 ,143,136,9
3110001,North Tahoe Public Utility District,2014,10,"7,500", 141 , 147 ,120,125,8
3610005,Lake Arrowhead Community Services District,2014,10,"19,804", 72 , 71 ,99,61,9
3410016,Orange Vale Water Company,2014,10,"15,200", 307 , 237 ,264,201,5
4110001,Mid-Peninsula Water District,2014,10,"26,030", 113 , 102 ,96,86,2
5410003,"Exeter, City of",2014,10,"10,334", 225 , 187 ,191,159,7
2010002,"Madera, City of",2014,10,"63,008", 170 , 157 ,156,133,6
5010028,"Ceres, City of",2014,10,"45,719", 180 , 149 ,153,126,6
1910234,Walnut Valley Water District,2014,10,"113,236", 172 , 171 ,147,146,4
3610049,Twentynine Palms Water District,2014,10,"18,795", 121 , 127 ,103,108,10
1910044,"Glendora, City of",2014,10,"48,200", 254 , 257 ,216,218,4
3410018,Rio Linda - Elverta Community Water District,2014,10,"10,936", 245 , 198 ,210,170,5
1910013,Bellflower-Somerset Mutual Water Company,2014,10,"46,300", 106 , 102 ,91,88,4
1910239,"Lakewood, City of",2014,10,"59,081", 134 , 115 ,115,99,4
3610055,Yucaipa Valley Water District,2014,10,"44,873", 260 , 249 ,226,217,4
0410007,Paradise Irrigation District,2014,10,"26,032", 212 , 170 ,203,148,5
1910019,"Cerritos, City of",2014,10,"49,041", 163 , 154 ,142,134,4
1910063,Lincoln Avenue Water Company,2014,10,"16,126", 144 , 138 ,125,120,4
3310051,Myoma Dunes Mutual Water Company,2014,10,"6,159", 653 , 599 ,568,521,10
1610004,"Corcoran, City of",2014,10,"24,154", 246 , 219 ,214,190,7
5610014,Golden State Water Company Ojai,2014,10,"7,188", 307 , 295 ,193,257,4
4110016,Hillsborough Town of,2014,10,"10,825", 326 , 259 ,287,228,2
1010001,Bakman Water Company,2014,10,"13,960", 267 , 242 ,235,213,7
1910157,Sunny Slope Water Company,2014,10,"30,611", 128 , 120 ,113,106,4
1910212,Golden State Water Company S Arcadia,2014,10,"26,827", 127 , 122 ,102,108,4
2710011,"Soledad, City of",2014,10,"16,729", 136 , 126 ,121,112,3
4110006,California Water Service Company Bear Gulch,2014,10,"58,715", 251 , 227 ,223,202,2
5610043,Triunfo Sanitation District / Oak Park Water Service,2014,10,"12,200", 228 , 186 ,203,165,4
3010046,"Tustin, City of",2014,10,"67,700", 170 , 166 ,151,147,4
1910225,Las Virgenes Municipal Water District,2014,10,"75,384", 296 , 276 ,263,245,4
4110025,North Coast County Water District,2014,10,"39,000", 73 , 65 ,65,58,2
1910101,Orchard Dale Water District,2014,10,"25,605", 85 , 84 ,102,75,4
3510003,Sunnyslope County Water District,2014,10,"19,005", 159 , 128 ,143,115,3
1910152,"South Gate, City of",2014,10,"102,832", 74 , 76 ,66,68,4
4110024,"East Palo Alto, City of",2014,10,"26,181", 54 , 45 ,55,41,2
1210016,McKinleyville Community Service District,2014,10,"16,900", 75 , 69 ,68,63,1
5810002,Linda County Water District,2014,10,"18,808", 183 , 163 ,272,147,5
1910001,"Alhambra, City of",2014,10,"85,068", 122 , 117 ,110,105,4
3710013,Lakeside Water District,2014,10,"35,500", 107 , 111 ,101,100,4
1910073,"Lomita, City of",2014,10,"20,463", 109 , 100 ,99,90,4
1910140,Rubio Canyon Land and Water Association,2014,10,"9,600", 262 , 229 ,236,206,4
3310032,"San Jacinto, City of",2014,10,"15,200", 176 , 135 ,159,121,4
1910003,"Arcadia, City of",2014,10,"54,500", 308 , 294 ,277,265,4
1910191,"Norwalk, City of",2014,10,"18,361", 114 , 108 ,103,97,4
5210004,"Red Bluff, City of",2014,10,"14,076", 271 , 219 ,244,197,5
4510001,"Anderson, City of",2014,10,"10,050", 235 , 192 ,211,173,5
1010019,"Kingsburg, City of",2014,10,"11,504", 336 , 300 ,302,270,7
5010018,"Riverbank, City of",2014,10,"23,298", 170 , 83 ,153,74,6
3410031,California Water Service Company Antelope Valley,2014,10,"3,385", 263 , 233 ,183,211,5
1510033,California Water Service Company Kern River Valley,2014,10,"5,691", 135 , 131 ,123,119,7
4410011,"Watsonville, City of",2014,10,"65,739", 117 , 102 ,106,93,3
1010026,Pinedale County Water District,2014,10,"8,495", 304 , 269 ,279,247,6
4810008,"Vacaville, City of",2014,10,"86,893", 196 , 173 ,182,161,5
4910013,Valley of the Moon Water District,2014,10,"23,478", 145 , 104 ,123,96,2
3010062,"Garden Grove, City of",2014,10,"177,020", 141 , 126 ,131,117,4
3010082,Serrano Water District,2014,10,"6,641", 388 , 388 ,365,365,4
1910166,Valley Water Company,2014,10,"9,900", 384 , 377 ,361,354,4
3610008,Big Bear City Community Services District,2014,10,"12,411", 63 , 75 ,74,70,4
3410006,Citrus Heights Water District,2014,10,"67,333", 202 , 161 ,192,153,5
4110013,"Daly City, City of",2014,10,"104,462", 69 , 59 ,66,56,2
3410021,San Juan Water District,2014,10,"38,891", 361 , 281 ,358,267,5
3610024,"Hesperia Water District, City of",2014,10,"91,627", 139 , 140 ,132,133,9
5810003,Olivehurst Public Utility District,2014,10,"19,509", 198 , 179 ,188,170,5
3610127,San Bernardino County Service Area 70,2014,10,"10,174", 159 , 155 ,153,148,10
0510002,Calaveras County Water District,2014,10,"31,750", 159 , 140 ,153,135,6
4910018,California Water Service Company Redwood Valley,2014,10,"3,587", 100 , 79 ,96,76,1
1510029,Vaughn Water Company,2014,10,"30,148", 407 , 389 ,390,374,7
2410010,Winton Water & Sanitary District,2014,10,"8,500", 172 , 163 ,165,157,6
1910148,"Sierra Madre, City of",2014,10,"10,971", 208 , 193 ,202,187,4
5510009,Groveland Community Services District,2014,10,"3,400", 114 , 99 ,110,96,6
3610121,San Bernardino County Service Area 64,2014,10,"12,514", 242 , 217 ,236,212,9
3010047,Golden State Water Company Cowan Heights,2014,10,"7,254", 376 , 392 ,499,382,4
3010068,East Orange County Water District,2014,10,"3,247", 293 , 276 ,287,270,4
1910130,Quartz Hill Water District,2014,10,"20,352", 241 , 229 ,280,224,9
2010008,Madera County,2014,10,"11,853", 323 , 261 ,317,256,6
1310006,"Imperial, City of",2014,10,"17,354", 149 , 140 ,149,140,10
1210006,"Fortuna, City of",2014,10,"11,926", 94 , 84 ,94,84,1
1210009,Humboldt Community Service District,2014,10,"20,032", 103 , 96 ,103,96,1
4810005,Suisun-Solano Water Authority,2014,10,"28,549", 142 , 114 ,142,114,2
1910049,"Huntington Park, City of",2014,10,"64,219", 66 , 63 ,66,63,4
1910079,"Lynwood, City of",2014,10,"65,965", 90 , 80 ,90,80,4
3710019,Ramona Municipal Water District,2014,10,"33,600", 141 , 150 ,141,150,4
3610120,Phelan Pinon Hills Community Services District,2014,10,"20,913", 117 , 146 ,117,146,8
0910013,Georgetown Divide Public Utilities District,2014,10,"9,499", 185 , 157 ,185,157,5
1910125,Pico Water District,2014,10,"24,100", 117 , 122 ,117,122,4
3410023,Fruitridge Vista Water Company,2014,10,"16,800", 189 , 165 ,189,165,5
3410011,"Galt, City of",2014,10,"23,647", 234 , 203 ,234,203,6
1810001,"Susanville, City of",2014,10,"9,344", 166 , 246 ,166,246,8
0410006,South Feather Water and Power Agency,2014,10,"16,346", 331 , 276 ,331,276,5
1910127,"Covina, City of",2014,10,"31,367", 181 , 176 ,181,176,4
5610002,"Fillmore, City of",2014,10,"15,222", 151 , 143 ,151,143,4
4410014,San Lorenzo Valley Water District,2014,10,"19,000", 92 , 80 ,92,80,3
0110005,East Bay Municipal Utilities District,2014,9,"1,379,000",158,137,96,84,2
0110005,East Bay Municipal Utilities District,2014,8,"1,379,000",168,146,102,89,2
0110005,East Bay Municipal Utilities District,2014,7,"1,330,000",181,160,125,110,2
0110005,East Bay Municipal Utilities District,2014,6,"1,330,000",176,160,121,110,2
4010011,"Morro Bay, City of",2014,9,"10,234",119,107,78,69,3
4010011,"Morro Bay, City of",2014,8,"10,461",125,110,80,70,3
4010011,"Morro Bay, City of",2014,7,"10,608",128,114,78,70,3
4010011,"Morro Bay, City of",2014,6,"10,234",119,113,79,75,3
3010037,Yorba Linda Water District,2014,9,"72,399",336,312,238,221,4
3010037,Yorba Linda Water District,2014,8,"73,990",335,317,224,212,4
3010037,Yorba Linda Water District,2014,7,"73,990",334,334,227,227,4
3010037,Yorba Linda Water District,2014,6,"73,990",321,337,215,226,4
1910065,"Long Beach, City of",2014,9,"471,868",126,118,88,82,4
1910065,"Long Beach, City of",2014,8,"471,000",126,117,87,81,4
1910065,"Long Beach, City of",2014,7,"471,000",125,119,92,88,4
1910065,"Long Beach, City of",2014,6,"471,000",125,119,90,87,4
2410005,"Los Banos, City of",2014,9,"36,757",259,229,259,229,6
2410005,"Los Banos, City of",2014,8,"36,757",285,256,285,256,6
2410005,"Los Banos, City of",2014,7,"36,757",296,273,296,273,6
2410005,"Los Banos, City of",2014,6,"35,972",298,279,298,279,6
5010019,"Turlock, City of",2014,9,"71,181",349,332,183,174,6
5010019,"Turlock, City of",2014,8,"71,181",367,319,219,191,6
5010019,"Turlock, City of",2014,7,"71,181",420,361,252,216,6
5010019,"Turlock, City of",2014,6,"71,181",350,370,224,237,6
3310021,Jurupa Community Service District,2014,9,"118,731",251,229,191,149,4
3310021,Jurupa Community Service District,2014,8,"118,731",266,242,261,160,4
3310021,Jurupa Community Service District,2014,7,"118,731",272,267,187,158,4
3310021,Jurupa Community Service District,2014,6,"118,731",261,264,192,166,4
4110011,Coastside County Water District,2014,9,"16,652",144,120,58,48,2
4110011,Coastside County Water District,2014,8,"16,652",165,145,98,87,2
4110011,Coastside County Water District,2014,7,"16,652",147,145,51,50,2
4110011,Coastside County Water District,2014,6,"16,652",140,136,95,93,2
3410006,Citrus Heights Water District,2014,9,"67,333",243,206,231,195,5
3410006,Citrus Heights Water District,2014,8,"67,333",300,231,252,194,5
3410006,Citrus Heights Water District,2014,7,"67,475",321,253,273,215,5
3410006,Citrus Heights Water District,2014,6,"67,475",292,249,248,212,5
4110003,"Burlingame, City of",2014,9,"30,282",184,145,111,88,2
4110003,"Burlingame, City of",2014,8,"30,282",162,153,104,98,2
4110003,"Burlingame, City of",2014,7,"30,282",186,135,117,85,2
4110003,"Burlingame, City of",2014,6,"30,282",161,140,100,87,2
3410016,Orange Vale Water Company,2014,9,"15,200",372,319,392,271,5
3410016,Orange Vale Water Company,2014,8,"15,200",510,362,484,344,5
3410016,Orange Vale Water Company,2014,7,"15,200",510,400,484,380,5
3410016,Orange Vale Water Company,2014,6,"15,200",454,392,431,373,5
0110009,Dublin San Ramon Services District,2014,9,"78,485",160,104,120,77,2
0110009,Dublin San Ramon Services District,2014,8,"78,262",167,107,133,86,2
0110009,Dublin San Ramon Services District,2014,7,"77,780",171,114,137,91,2
0110009,Dublin San Ramon Services District,2014,6,"77,374",167,118,133,94,2
1910067,Los Angeles Department of Water and Power,2014,9,"3,935,257",149,136,101,93,4
1910067,Los Angeles Department of Water and Power,2014,8,"3,935,257",148,135,98,89,4
1910067,Los Angeles Department of Water and Power,2014,7,"3,935,257",147,140,95,91,4
1910067,Los Angeles Department of Water and Power,2014,6,"3,935,257",142,141,94,93,4
5610063,Camrosa Water District,2014,9,"27,037",389,356,253,231,4
5610063,Camrosa Water District,2014,8,"26,931",399,371,259,241,4
5610063,Camrosa Water District,2014,7,"26,931",393,385,220,216,4
5610063,Camrosa Water District,2014,6,"26,931",379,377,216,215,4
0910001,El Dorado Irrigation District,2014,9,"128,500",356,290,236,193,5
0910001,El Dorado Irrigation District,2014,8,"128,500",448,336,104,78,5
0910001,El Dorado Irrigation District,2014,7,"128,500",478,351,311,229,5
0910001,El Dorado Irrigation District,2014,6,"128,500",407,322,151,120,5
1310004,"El Centro, City of",2014,9,"44,311",172,178,120,124,10
1310004,"El Centro, City of",2014,8,"44,311",200,180,120,108,10
1310004,"El Centro, City of",2014,7,"44,311",213,211,128,126,10
